Date,Tweet ID,Text,Username,Likes
2022-02-01 23:58:06+00:00,1488662976152444929,"Gas and oil  prices are up.

Chevron reported a 15.6 billion profit. Its biggest since 2014.
Exxon Mobil reported a 8.9 billion fourth-quarter profit.

It's  corporate greed not inflation.",no1seeswhatusee,95
2022-02-01 23:23:43+00:00,1488654323362017281,Just reminding myself of why I don’t and why you should not buy #texaco or #Chevron The World's Worst Oil Related Disaster You've Never Heard Of | I Was There https://t.co/AOMwhvl2bW via @YouTube,vinnywhiteman,2
2022-02-01 23:23:06+00:00,1488654170588520448,"Exxon, Chevron Promise Boost To Permian Basin Oil Production https://t.co/wmI4k527LW #BusinessNews",FlightsPrices,0
2022-02-01 23:14:35+00:00,1488652026426712068,"Exxon, Chevron Promise Boost To Permian Basin Oil Production https://t.co/sF5SPS76vr https://t.co/kDhwngVrNs",KamuSudahMandi,0
2022-02-01 23:12:54+00:00,1488651601682305042,Jennifer Rearden represented Chevron against indigenous Ecuadorian communities the oil company polluted over decades who now suffer extreme high cancer rates and other diseases due to the toxins. But okay Biden.,wilcox_andi,0
2022-02-01 22:33:56+00:00,1488641795760263171,"Exxon, Chevron Promise Boost To Permian Basin Oil Production
https://t.co/RUbsg7iVcA",PetroleumProdu1,0
2022-02-01 22:32:57+00:00,1488641550569676805,"Exxon, Chevron Promise Enhance To Permian Basin Oil Manufacturing https://t.co/S0rDymMcta",Cult_Crunch,0
2022-02-01 22:27:11+00:00,1488640097205448705,"@SDonziger @Chevron @AFrontlines Dear @ClimateEnvoy @ginamccarthy46 
See oil leak video. 
@PriceofOil",MattSkiCA,0
2022-02-01 22:03:13+00:00,1488634067486535680,"""This refinery and the company town next to it is called El Segundo because the first (""El Primero"") West Coast refinery for Chevron [or its predecessor, Standard Oil of California] was built earlier in Richmond.""

Via Center for Land Use Interpretation
https://t.co/q15sIce7H6 https://t.co/cz2Gyp02fo",danbrekke,1
2022-02-01 21:58:40+00:00,1488632920579399686,"Exxon, Chevron fire up the Permian growth machine -- but will it be enough to ease rampant oil prices?

➡️XOM Permian +25% '22 vs '21 
➡️CVX +10% (off a higher base)
➡️U.S. supply may surprise ``to the upside'' -- Rystad, ESAI

W/ @vtobben @DavidWethe 
https://t.co/e3Sg8uFoHa",CrowleyKev,65
2022-02-02 23:57:08+00:00,1489025120094109696,@KRG_USA @BayanRahman @Landon_Derentz @ENERGY @TaraHamawandi @DoeIntlAffairs @KRG_DFR @MNRKurdistan @Kurdistan @USConGenErbil @USKBizCouncil @USChamber @StateDept_NEA @DMI_KRG Any updates on possibilities of @exxonmobil or @Chevron returning to KRI? Or inviting US firms to invest in Miran &amp; Binabawi natural gas fields? Expansion of @HKNEnergy ? &amp; Hunt Oil?,kojinahmed,0
2022-02-02 23:48:08+00:00,1489022857074163718,"This just gave me memories when I visited Ecuador to a town called Lago Agrio and Texaco (Chevron) pumped oil sludge back into the ground to save costs contaminating the town water source, thus killing an entire town",DeLaSoulUno,0
2022-02-02 23:28:38+00:00,1489017949046415364,"@RepCawthorn Gas prices are up
Poor oil companies: ""there's nothing we can do""

Chevron just posted a $15.6 billion profit, its biggest since 2014. The extra money is going to investors via a larger dividend.

We have a corporate greed problem, not an inflation problem
https://t.co/4tMbmFtWCJ",itsthejody,5
2022-02-02 23:06:39+00:00,1489012418915221504,"@POTUS nominated atty Jennifer Rearden to the federal bench after she was Chevron Oil’s private prosecutor, helping jail human rights atty @SDonziger for refusing to hand over privileged work product. She was private prosecutor after the USAtty rejected contempt charges. Disgrace",Lainie_77,0
