Date,sentiment
2021-01-04,0.13275
2021-01-05,0.12311507936507934
2021-01-06,0.07339646464646464
2021-01-07,0.03277344877344875
2021-01-08,0.05757575757575759
2021-01-11,0.16983766233766232
2021-01-12,0.2734920634920635
2021-01-13,0.28590909090909095
2021-01-14,0.2332359307359307
2021-01-15,-0.030684523809523835
2021-01-19,0.1708181818181818
2021-01-20,0.19268939393939394
2021-01-21,0.11720068027210884
2021-01-22,0.08425
2021-01-25,0.2677777777777778
2021-01-26,-0.03220899470899472
2021-01-27,0.0771060606060606
2021-01-28,-0.016815476190476204
2021-01-29,0.21597916666666667
2021-02-01,0.0609292929292929
2021-02-02,0.10562481962481962
2021-02-03,-0.020833333333333332
2021-02-04,0.16666666666666666
2021-02-05,0.20394970109255822
2021-02-08,0.09280952380952383
2021-02-09,0.1475030303030303
2021-02-10,0.08263392857142858
2021-02-11,0.09978282828282826
2021-02-12,0.2375
2021-02-16,0.07172889610389607
2021-02-17,-0.010079365079365096
2021-02-18,0.1431473214285714
2021-02-19,0.08505952380952381
2021-02-22,0.039
2021-02-23,0.05933333333333335
2021-02-24,0.053333333333333344
2021-02-25,0.07102272727272727
2021-02-26,0.12592857142857142
2021-03-01,0.09357142857142857
2021-03-02,-0.01909090909090912
2021-03-03,0.08363636363636363
2021-03-04,0.11666666666666667
2021-03-05,0.22522727272727275
2021-03-08,0.30276388888888894
2021-03-09,0.2544444444444444
2021-03-10,0.1924285714285714
2021-03-11,0.2140530303030303
2021-03-12,0.11875541125541125
2021-03-15,0.06930555555555554
2021-03-16,0.02777777777777779
2021-03-17,0.11892857142857141
2021-03-18,0.028333333333333342
2021-03-19,0.19301060606060605
2021-03-22,0.045178571428571415
2021-03-23,0.1412824675324675
2021-03-24,0.009999999999999995
2021-03-25,-0.0036111111111110975
2021-03-26,0.15337878787878786
2021-03-29,0.012926136363636365
2021-03-30,0.018807539682539676
2021-03-31,0.16785714285714284
2021-04-01,0.15626262626262624
2021-04-05,0.1438968253968254
2021-04-06,0.30622510822510823
2021-04-07,0.1530952380952381
2021-04-08,-0.02953535353535356
2021-04-09,0.049188311688311684
2021-04-12,0.09154166666666666
2021-04-13,0.20308901515151515
2021-04-14,-0.006183261183261178
2021-04-15,0.04597420634920636
2021-04-16,0.11733333333333332
2021-04-19,0.16723611111111109
2021-04-20,0.004508928571428555
2021-04-21,0.04142857142857142
2021-04-22,0.11807016594516592
2021-04-23,0.06813131313131314
2021-04-26,0.16916666666666666
2021-04-27,-0.008069160997732434
2021-04-28,0.12999999999999998
2021-04-29,0.15855555555555556
2021-04-30,0.1952777777777778
2021-05-03,0.04884920634920635
2021-05-04,0.19703703703703704
2021-05-05,0.005303030303030304
2021-05-06,0.2290972222222222
2021-05-07,0.14671717171717172
2021-05-10,0.055422077922077914
2021-05-11,-0.027500000000000004
2021-05-12,0.14944444444444444
2021-05-13,0.043819444444444446
2021-05-14,0.08954545454545453
2021-05-17,0.08638257575757576
2021-05-18,0.15991666666666665
2021-05-19,-0.003333333333333341
2021-05-20,0.15773809523809523
2021-05-21,-0.010502946127946144
2021-05-24,0.013583333333333326
2021-05-25,-0.041888888888888885
2021-05-26,0.04931493506493504
2021-05-27,-0.031760101010101016
2021-05-28,0.2585454545454545
2021-06-01,0.1125922619047619
2021-06-02,0.06799206349206346
2021-06-03,0.16175925925925924
2021-06-04,0.0707738095238095
2021-06-07,0.0560436507936508
2021-06-08,0.2211590909090909
2021-06-09,0.17815800865800863
2021-06-10,0.02250000000000003
2021-06-11,0.07640151515151514
2021-06-14,0.08083333333333331
2021-06-15,0.16994444444444443
2021-06-16,0.14528075396825396
2021-06-17,0.1503581349206349
2021-06-18,0.1329861111111111
2021-06-21,0.21497402597402596
2021-06-22,0.12123511904761905
2021-06-23,0.09666666666666668
2021-06-24,0.0734848484848485
2021-06-25,-0.0064999999999999615
2021-06-28,0.10543650793650794
2021-06-29,0.2906666666666667
2021-06-30,0.04299062049062047
2021-07-01,0.10363636363636364
2021-07-02,-0.01958333333333333
2021-07-06,0.11896825396825397
2021-07-07,0.16171969696969696
2021-07-08,-0.027514249639249654
2021-07-09,0.15833333333333333
2021-07-12,0.15604166666666666
2021-07-13,0.13253712121212122
2021-07-14,0.1553030303030303
2021-07-15,0.052202380952380945
2021-07-16,0.14244444444444446
2021-07-19,0.05805555555555553
2021-07-20,0.06050000000000001
2021-07-21,0.18747700216450217
2021-07-22,-0.03830555555555555
2021-07-23,0.18362037037037035
2021-07-26,0.21000000000000002
2021-07-27,0.11069444444444446
2021-07-28,0.16499999999999998
2021-07-29,0.26029797979797975
2021-07-30,0.03499999999999999
2021-08-02,0.26656565656565656
2021-08-03,0.17722222222222223
2021-08-04,0.07847492784992785
2021-08-05,0.10470779220779221
2021-08-06,0.10708333333333334
2021-08-09,0.046388888888888875
2021-08-10,0.07625000000000001
2021-08-11,-0.035775780766852186
2021-08-12,0.1563802308802309
2021-08-13,0.1572363945578231
2021-08-16,0.051371212121212075
2021-08-17,0.1689857142857143
2021-08-18,0.17254545454545453
2021-08-19,0.22435227272727273
2021-08-20,-0.014317730880230879
2021-08-23,0.07429166666666666
2021-08-24,0.04684163059163059
2021-08-25,-0.023463203463203464
2021-08-26,0.017333333333333322
2021-08-27,0.017499999999999998
2021-08-30,-0.009124579124579129
2021-08-31,0.08139718614718613
2021-09-01,0.057318181818181824
2021-09-02,0.10091666666666665
2021-09-03,0.12227002164502163
2021-09-07,0.10370995670995671
2021-09-08,0.19219696969696967
2021-09-09,0.17314285714285713
2021-09-10,0.06986507936507937
2021-09-13,0.11753282828282827
2021-09-14,0.10710858585858585
2021-09-15,0.07583333333333332
2021-09-16,0.09343253968253967
2021-09-17,0.00903409090909091
2021-09-20,0.2066547619047619
2021-09-21,0.1703452380952381
2021-09-22,0.28833333333333333
2021-09-23,0.07299242424242422
2021-09-24,0.19404761904761908
2021-09-27,0.2094444444444444
2021-09-28,0.1284375
