Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,85.1500015258789,85.94999694824219,83.88999938964844,84.70999908447266,77.01171112060547,9234900
2021-01-05,85.48999786376953,89.22000122070312,85.31999969482422,87.0,79.0936050415039,13414800
2021-01-06,89.0,90.77999877929688,87.81999969482422,89.80000305175781,81.6391372680664,13916800
2021-01-07,90.38999938964844,90.81999969482422,89.30999755859375,90.22000122070312,82.02098083496094,9286600
2021-01-08,92.08000183105469,92.43000030517578,90.44999694824219,91.08000183105469,82.80281066894531,11152100
2021-01-11,89.12000274658203,92.0999984741211,88.56999969482422,91.5999984741211,83.27555847167969,10635000
2021-01-12,92.66000366210938,93.91999816894531,91.70999908447266,93.33999633789062,84.857421875,10923900
2021-01-13,93.19999694824219,93.5199966430664,91.94000244140625,93.25,84.77562713623047,9723300
2021-01-14,93.94000244140625,96.31999969482422,93.79000091552734,95.48999786376953,86.81204223632812,13950200
2021-01-15,94.22000122070312,94.30999755859375,91.70999908447266,92.08999633789062,83.72103118896484,10244600
2021-01-19,93.5,95.02999877929688,93.29000091552734,94.51000213623047,85.92110443115234,9574800
2021-01-20,95.0,95.55999755859375,94.30000305175781,95.37999725341797,86.71205139160156,8735400
2021-01-21,93.86000061035156,94.66000366210938,91.22000122070312,92.01000213623047,83.64830780029297,10393100
2021-01-22,90.4000015258789,92.02999877929688,89.83000183105469,91.7300033569336,83.39375305175781,7810600
2021-01-25,90.62000274658203,91.02999877929688,89.33000183105469,90.9000015258789,82.63916778564453,7689400
2021-01-26,92.19999694824219,92.91000366210938,89.2699966430664,89.36000061035156,81.23912811279297,7827800
2021-01-27,87.52999877929688,90.3499984741211,86.75,88.19999694824219,80.18453979492188,10178500
2021-01-28,88.66999816894531,90.1500015258789,88.25,89.0199966430664,80.9300308227539,8155500
2021-01-29,86.83000183105469,87.33999633789062,84.91999816894531,85.19999694824219,77.4571762084961,14699800
2021-02-01,85.98999786376953,87.30000305175781,84.56999969482422,86.41000366210938,78.5572280883789,8073600
2021-02-02,88.01000213623047,88.37000274658203,86.52999877929688,87.05999755859375,79.14813995361328,9233100
2021-02-03,87.05000305175781,89.38999938964844,86.88999938964844,88.95999908447266,80.87548065185547,9256500
2021-02-04,89.51000213623047,89.6500015258789,87.94999694824219,89.0,80.91184997558594,7917600
2021-02-05,89.94000244140625,90.47000122070312,88.63999938964844,89.26000213623047,81.1482162475586,8017300
2021-02-08,90.29000091552734,92.04000091552734,90.01000213623047,91.4800033569336,83.16646575927734,9886600
2021-02-09,91.0999984741211,91.2699966430664,89.80999755859375,90.95999908447266,82.6937255859375,7605500
2021-02-10,91.37999725341797,92.58999633789062,90.5999984741211,92.5199966430664,84.11194610595703,8778800
2021-02-11,92.37000274658203,92.44000244140625,90.08000183105469,92.0199966430664,83.65739440917969,8572400
2021-02-12,91.52999877929688,92.7300033569336,91.3499984741211,92.55000305175781,84.13922119140625,7858300
2021-02-16,93.05000305175781,93.86000061035156,92.61000061035156,93.12999725341797,85.86331176757812,14006000
2021-02-17,95.41999816894531,96.72000122070312,94.19999694824219,95.91999816894531,88.43562316894531,14342300
2021-02-18,95.75,95.77999877929688,94.30000305175781,95.0,87.58739471435547,9030600
2021-02-19,95.12999725341797,96.37999725341797,94.6500015258789,95.80000305175781,88.32498168945312,8913900
2021-02-22,96.98999786376953,99.63999938964844,96.45999908447266,98.38999938964844,90.71288299560547,13178700
2021-02-23,99.97000122070312,100.16000366210938,96.80000305175781,99.62999725341797,91.85614013671875,14874000
2021-02-24,100.33000183105469,104.04000091552734,99.80999755859375,103.30999755859375,95.24900817871094,16116000
2021-02-25,104.9000015258789,104.95999908447266,101.58999633789062,102.3499984741211,94.36389923095703,13219200
2021-02-26,100.30000305175781,101.05999755859375,97.61000061035156,100.0,92.19727325439453,14454100
