Date,Tweet ID,Text,Likes,cleaned_text
2021-01-13 20:34:51+00:00,1349454886618980360,$BLSP  Holland plant making money. $100+ million loans to build more approved any  day now. PT:   .03 - .10+ Let’s make that money!  $MMM $AXP $AMGN $BA $CAT $CVX $CSCO $KO $DOW $GS $HD $HON $IBM $INTC $JNJ $JPM $MCD $MRK $MSFT $NIKE $PG  $CRM $TRV $UNH $VZ $V $WMT $DIS,5,blsp holland plant making money 100 million loans build more approved any day now pt 03 10 let s make that money mmm axp amgn ba cat cvx csco ko dow gs hd hon ibm intc jnj jpm mcd mrk msft nike pg crm trv unh vz v wmt dis
2021-01-13 20:27:52+00:00,1349453130254184456,"@jessefelder Jesse, either put the work in, as you have on great calls on $BBBY and $XLE $CVX $XOM, or consider not tweeting about / discussing $BTC. Your comments reflect a fundamental ignorance of #bitcoin value proposition and risks.",0,jesse either put work as you have great calls bbby xle cvx xom or consider not tweeting about discussing btc your comments reflect fundamental ignorance value proposition risks
2021-01-13 19:45:29+00:00,1349442465791619078,$CVX Noticing many BO set-ups. LOVE ranges https://t.co/Qrfab4WUr9,0,cvx noticing many bo set ups love ranges
2021-01-13 19:29:23+00:00,1349438413250965509,$CVX is up 8 straight days with a gain of 10.6% https://t.co/5F8HL8H7tp,1,cvx is up 8 straight days with gain 10 6
2021-01-13 18:37:27+00:00,1349425343229284352,Chevron makes bet on being last man standing - Good move for US oil - https://t.co/MzFwas3Kg5  #OOTT $CVX,2,chevron makes bet being last man standing good move us oil cvx
2021-01-13 18:22:43+00:00,1349421633128132610,"Market Situation: $SPY(Neutral) $QQQ(Positive) $IWM(Negative) $DIA(Negative)

Top 3 Stocks with Positive Alpha:
$AMZN $QQQ $INTC

Bottom 3 Stocks with Negative Alpha:
$CHTR $CVX $BA

#stocks #stockmarket #quantitativetrading #trading #trader #capitalflow",1,market situation spy neutral qqq positive iwm negative dia negative top 3 stocks with positive alpha amzn qqq intc bottom 3 stocks with negative alpha chtr cvx ba
2021-01-13 17:32:15+00:00,1349408934117957639,"As we pause for the Hill on @HalftimeReport here are my thoughts on positions, I continue to like Fins, Energy, Materials...
$COF, $JPM, $BAC, core holdings
$XOM, $CVX
$FCX, $X
Multi month sprint, but holding....#GiddyUp",37,as we pause hill here are my thoughts positions i continue like fins energy materials cof jpm bac core holdings xom cvx fcx x multi month sprint but holding
2021-01-13 17:14:36+00:00,1349404493268594688,Wall Street Is Changing Its Tune on Exxon Mobil Stock $XOM $CVX https://t.co/7vdjTF5KjN,0,wall street is changing its tune exxon mobil stock xom cvx
2021-01-14 23:57:34+00:00,1349868289233588224,CVX is always a good choice! #REBHFun,0,cvx is always good choice
2021-01-14 23:25:44+00:00,1349860280906313728,"S&amp;P 500 #SP500 (Jan 14), Top 10 #StockMarket Buy Flow #Stocks Animated $GM $XOM $CVX #General Motors, #Exxon Mobil, #Chevron $SPX $SPY https://t.co/OWZDFRCt8e",0,s amp p 500 jan 14 top 10 buy flow animated gm xom cvx motors mobil spx spy
2021-01-14 22:18:46+00:00,1349843425391222784,$CVX 🇺🇸 #Chevron Backs a Startup Proposing to Turn Carbon Into Gravel https://t.co/OoKJzSB8ln,0,cvx backs startup proposing turn carbon into gravel
2021-01-14 22:14:04+00:00,1349842246082961409,"Tomorrow’s #watchlist for #NYSE, #NASDAQ between $90 and $100: $ACWI $CVX $SPG",0,tomorrow s between 90 100 acwi cvx spg
2021-01-14 21:45:50+00:00,1349835139384307714,"Chevron $CVX w/ Series C #investment in San Jose-based Blue Planet Systems, a startup that manufactures and develops carbon capture technology
...that leaves $XOM as the last sucker in the green pool

#oil #oott #energy #sustainability #climatechange
 https://t.co/cB9sJLTGJn",0,chevron cvx w series c san jose based blue planet systems startup that manufactures develops carbon capture technology that leaves xom as last sucker green pool
2021-01-14 21:44:11+00:00,1349834722021670916,Yasss $CVX!!! That’s why you buy good leadership right there.  What a stellar day in the market.,0,yasss cvx that s why you buy good leadership right there what stellar day market
2021-01-14 21:43:20+00:00,1349834511559897097,"Added even more $ZNTE

I am LOADED on this pre-target $SPAC

As I said when I first added, Strategic Advisor Ronald Sugar is the big differentiator here. 

Leadership roles with $NOC $UBER $AAPL $CVX $AMGN

Absolutely stacked. As experienced &amp; connected as they come.",64,added even more znte i am loaded this pre target spac as i said when i first added strategic advisor ronald sugar is big differentiator here leadership roles with noc uber aapl cvx amgn absolutely stacked as experienced amp connected as they come
2021-01-14 21:34:54+00:00,1349832387715325954,Largest $Notional Buy On Close Order Imbalances $V $KO $WMB $WFC $CVX $ARE $BLL $ED $BRK.B $UNH https://t.co/V7Aciy2vFa,0,largest notional buy close order imbalances v ko wmb wfc cvx are bll ed brk b unh
