Date,Tweet ID,Text,Username
2021-10-01 23:50:46+00:00,1444087424670318593,"The sentence imposed on Stephen Donziger is the horrific result of a bizarre, Kafkaesque convolution of the justice system to serve the interests of a multi-million dollar oil corporation &amp; deny indigenous justice.
Read up on his case. It's so wild.
Free Donziger. Chevron, pay up",jmoylan2
2021-10-01 23:34:04+00:00,1444083221541515264,"@ryanobles Today @SDonziger sentence to 6 months in jail
The human rights lawyer who fought Chevron oil &amp; its destruction of indigenous lands of the Amazon will serve 6 months in prison while my @POTUS tells me he's concerned about the climate but can't pass a pathetic reconstruction bill😒 https://t.co/5yYvV4pkqF",rxgreenthumb
2021-10-01 23:32:00+00:00,1444082702588645378,"Big Oil tries to silence anyone who holds them accountable for polluting. You should be aware of this case of corruption.
• Chevron hasn't pd $18 billion judgment
• Chevron has been attacking lawyer for 10 yrs
• Corrupt judge didn't give lawyer a jury 

https://t.co/M1gY9Lu8HN",bwBreaths
2021-10-01 23:25:13+00:00,1444080996329000965,"The US Justice system has been bought by big oil and their lackeys. Judge Preska and Judge Kaplan will go down in history as examples of corrupt people, twisting the law. Remember, @SDonziger WON against a $9.5bil lawsuit against @Chevron https://t.co/fP8jphC2S3",tokyosax
2021-10-01 23:19:38+00:00,1444079587948843008,"@amywestervelt @SDonziger Loretta preska should be investigated for corruption, she seems to be chevron's judge
This is another good example of corporate oil not cleaning up after itself and abandoning clean up cost to the natives of whatever land they foul including Americans",prolibvet
2021-10-02 23:07:25+00:00,1444438904376020996,"@Greg_Palast @LeeCamp @SDonziger @RepJerryNadler @SenSchumer Chuck Schumer

Oil &amp; gas giant @Chevron
 announced that it expects to restart its buyback program.",barb4kids
2021-10-02 22:44:26+00:00,1444433119982100485,"@SDonziger An outrageous illegal act by Chevron bought 'judge' and 'prosecutor' in a 'trial' that should never have been possible in a country where justice is supposed to reign, but where oil companies run the show and destroy lives in other countries. You exposed a lot, we'll continue.",charles__harvey
2021-10-02 22:07:15+00:00,1444423762355671052,"@SDonziger @CNN @davidsirota @WalkerBragman Why,Why!Where's the Justice,Where'sThe Respect for Human Rights,Where's!Only Corruption in the Name of Oil Extractions,By @Chevron,And Your Environmental Disaster, And Dozinger in Jail,Is The Corrosion And Erosion of the Justice! #FreeDonziger #StopCorrosionAndErosionOfJustice",BlueRiv88891964
2021-10-02 21:58:15+00:00,1444421497007722496,"Chevron or Exxon, Which Should Dividend Investors Own Today?: These giant U.S. oil companies are sporting huge yields, but one of them stands ahead of the other for… https://t.co/8zROKr500U  | https://t.co/FHLhKCQA7o   | https://t.co/8I40uVqCwg #cryptocurrency #Bitcoin #Forex https://t.co/s8SfJD6GtE",eBargainsToday
2021-10-02 21:22:55+00:00,1444412605272104961,"Judge Tied to Chevron Sends Lawyer Who Sued Oil Giant to Prison for 6 Months

https://t.co/68eU83sdO9",truthout
2021-10-03 23:42:04+00:00,1444810010937155587,"@EthanPace16 @blackintheempir truth be told Biden played us for his lack of fed action on climate/ almost support of Big oil
Do people even know his chosen Ambassador to México is Chevron Lawyer?

But that aside
Big first steps could be infrastructure bill and 3.5 T care bill

Win 2022 on building back better",benson_karras
2021-10-03 23:39:09+00:00,1444809275994427398,@mdjohns5 @PattyMurray At the very least we can do away with subsidies for animal ag. The same technique can be applied to oil - I'd love to see oil and gas subsidies ended. Chevron doesn't need our tax money.,conscript1618
2021-10-03 22:38:29+00:00,1444794007717126144,"@caitoz Hey, why not? Chevron can now buy federal courtrooms to prosecute people who expose their crimes, so let's just give Big Oil and Big Pharma seats at the UN too while we're at it. An unaccountable global fascist dictatorship for all!",For2000years
2021-10-03 21:32:11+00:00,1444777323178377217,"Lawyer who fought Chevron gets 6-month sentence for contempt

NEW YORK (AP) — An environmental lawyer who waged a decadeslong campaign to hold Chevron accountable for oil pollution in the rainforests of Ecuador was sentenced Friday to six months in jail for violating a federal...",biedexmarkets
2021-10-03 21:05:00+00:00,1444770483883462656,"@Rex_Davenport @billmckibben @SDonziger 🤣They (a Chevron judge and Chevron prosecution) are requiring him to turn over his phone&amp;computer to get data on the eco activists in ecuador he reps. Attorney client privilege, crucial especially given how many climate activists are murdered by assassins employed by big oil!",erikinwien
2021-10-04 23:34:34+00:00,1445170512511000577,New post: Iraq OKs talks with Chevron on Oil Exploration https://t.co/HDqRjvzZru,iraqbiznews
2021-10-04 22:59:08+00:00,1445161593210163207,"if huntington beach was the only remaining wetland on all of the california coast, and it suffered the worst of the oil spill, i'm going to expect it was foul play; terrorism by some malignant actor with a vendetta against chevron or something...",dji____
2021-10-04 22:05:03+00:00,1445147982039486464,"@rachbarnhart When lawyer Steven Donziger won a 9.5 billion dollar lawsuit against Chevron, they appealed the ruling. The judge had ties to the oil company and during proceedings, was ordered to turn over devices. Refusing, he was charged with contempt. After 2+ yrs on house arrest -",Lionus10
2021-10-04 21:11:59+00:00,1445134628478767108,"""A December study found that more than 80 percent of the 39 CCS projects attempted in the U.S. have ended in failure.""

Nice story from @CanaryMediaInc on how carbon capture and storage projects by oil and gas companies (most recently, Chevron) have repeatedly failed to deliver.",kevinkircher
2021-10-04 20:51:15+00:00,1445129410487603202,"Anyway, Chevron decided to promote this tweet today, as they generally do when there is a massive oil-caused catastrophe. They hate it when people remember they are an oil company.",daveregrets
2021-10-05 23:48:00+00:00,1445536278057930757,"@nkhlday @KyleKulinski @JoeBiden He successfully sued Chevron over their mass and preventable oil spills in Ecuador, and they retaliated by putting him under house arrest for years. He’s still at home.",AverageSpongeb1
2021-10-05 23:18:03+00:00,1445528743557013508,Chevron lost a big pollution case in #Ecuador to lawyer Steven #Donziger -- and then retaliated. Now he could go to federal prison. What do the oil giant's shareholders think about the reputational damage its vendetta is causing? @SDonziger @amazonwatch   https://t.co/phv1bmYPqs,jamesnorth7
2021-10-05 22:44:26+00:00,1445520284006551561,"XOM.N) also weighed on the blue-chip Dow as June oil futures prices slid nearly 3 percent on flu worries. Chevron fell 1.8 percent to $65.41, and Exxon lost 0.7 percent to $66.13.",JamesGr00224575
2021-10-05 22:44:06+00:00,1445520199965364224,"@LPGA @Chevron Burn that oil! Whatever happened to climate change priorities? But I suppose, the bigger purse for the LPGA players is great! We will all pay later for everything else...",theunartist
2021-10-05 22:36:12+00:00,1445518210917285900,"@RepAOC Please continue to fight for real justice. The power of big oil to subvert justice must end! This corrupt decision must be overturned and the focus turned back on to Chevron's dumping of 16 billion gallons of oil waste in the Ecuadorian Amazon, poisoning both people and animals.",JocelynRiggins
2021-10-06 23:43:28+00:00,1445897528700850183,"#Chevron Neither Paid the Settlement Nor Cleaned Up Their #Pollution:

In 2011, #Ecuador courts ordered the fossilfuel giant to pay $9.5Bn in damages to 30K farmers &amp; Indigenous ppl for dumping toxic oil waste in the Amazon #Rainforest: 
 
https://t.co/ANwbR1iAuj #Accountability",RAWitt2
2021-10-06 23:07:24+00:00,1445888449836322819,"DESTROYED! That’s a felony crime in the U.S. But the Chevron oil boss isn’t going to jail. Instead, the guy who caught him, human rights attorney @SDonziger, has been sentenced to 6 months in prison and forced to pay Chevron a sum that bankrupted him. https://t.co/Fky7wQf3o6",Greg_Palast
2021-10-06 23:06:09+00:00,1445888135204773893,"In this confidential document, the Chairman of Chevron Oil’s Texaco division personally orders that incriminating evidence of oil sludge dumping in Ecuador be “removed… and destroyed.” https://t.co/DSlWsevncp https://t.co/q1txKaPGdD",Greg_Palast
2021-10-06 22:41:02+00:00,1445881813671440385,Steve Donziger stood up for this little chap against Big Oil who poisoned his Amazon home. Will we allow @chevron to destroy him? Let’s get in behind #freeDonziger https://t.co/meAYbxi6oo ⁦@SDonziger⁩ https://t.co/f8XsF3VHDn,RealLucyLawless
2021-10-06 22:30:03+00:00,1445879049130156034,"Iraq is talking to a European #oil company about developing gas in its western desert region and may be just weeks away from a contract with Chevron for a big oil and #gas project, its oil minister told the #EIForum. #AnIndustryRedefined Read more (free): https://t.co/q25G4GMiOp",energyintel
2021-10-07 23:59:17+00:00,1446263894259941380,"With the Saudis buying Newcastle, time for the Rockefellers to buy @ManUtd! Chevron, ExxonMobil, Amoco.... Standard Oil money coming in! 😁",YanksGalaxy28
2021-10-07 22:19:00+00:00,1446238658118496257,"Human rights lawyer Steven Donziger has been sentenced to prison for 6 months — punishment for winning a $9 billion judgment against Chevron for destroying the Amazon with oil sludge — and literally killing Cofan indigenous people, Donziger’s clients.
https://t.co/dGwIQNyV7K",PrestoVivace
2021-10-07 21:48:05+00:00,1446230876874895363,"The persecution of Steven Donzinger by the US government at the behest of oil giant Chevron is just the most unbelievable thing. 
I cannot understand why this isn't front page news globally.",Audrey_Dritte
