Date,Open,High,Low,Close,Adj Close,Volume
2021-11-15,114.949997,116.949997,114.269997,116.820000,112.332176,11050400
2021-11-16,117.110001,118.080002,116.860001,117.279999,112.774506,10566300
2021-11-17,114.870003,116.529999,114.660004,115.419998,112.268700,11108000
2021-11-18,114.849998,115.379997,113.410004,114.449997,111.325188,8368600
2021-11-19,112.510002,113.150002,111.099998,111.910004,108.854546,13532600
2021-11-22,112.019997,115.190002,111.849998,113.910004,110.799927,9947100
2021-11-23,115.190002,116.839996,115.059998,116.300003,113.124680,10366800
2021-11-24,116.809998,118.000000,116.680000,117.190002,113.990379,8500900
2021-11-26,113.349998,114.830002,112.629997,114.510002,111.383545,11861800
2021-11-29,116.339996,117.169998,114.709999,114.849998,111.714264,12003800
2021-11-30,113.449997,115.860001,112.440002,112.870003,109.788330,24451200
2021-12-01,114.949997,116.059998,112.089996,112.099998,109.039345,12302700
2021-12-02,113.250000,115.699997,111.930000,115.139999,111.996346,11392400
2021-12-03,116.739998,117.000000,113.589996,114.410004,111.286278,10445100
2021-12-06,115.959999,117.449997,115.050003,116.199997,113.027405,9833900
2021-12-07,117.239998,118.660004,117.239998,117.919998,114.700447,11419600
2021-12-08,118.389999,119.260002,117.660004,118.449997,115.215965,8827900
2021-12-09,117.849998,118.599998,117.580002,118.139999,114.914436,8334700
2021-12-10,118.930000,119.199997,116.870003,118.339996,115.108978,9090700
2021-12-13,117.459999,117.849998,115.610001,115.879997,112.716133,8533000
2021-12-14,115.739998,116.919998,115.470001,116.220001,113.046860,12245300
2021-12-15,116.320000,116.320000,113.949997,115.559998,112.404877,11069500
2021-12-16,116.190002,118.190002,115.919998,116.639999,113.455391,11344700
2021-12-17,115.919998,116.459999,113.529999,113.599998,110.498390,22727900
2021-12-20,111.860001,113.709999,110.730003,113.650002,110.547028,13464400
2021-12-21,114.430000,116.070000,114.290001,115.470001,112.317337,11368200
2021-12-22,115.419998,116.680000,114.410004,116.129997,112.959312,8345200
2021-12-23,116.510002,117.919998,116.400002,116.410004,113.231674,7416600
2021-12-27,116.070000,118.820000,115.410004,118.790001,115.546692,7745500
2021-12-28,118.660004,119.339996,118.040001,118.559998,115.322968,6516000
2021-12-29,118.080002,118.650002,117.290001,117.949997,114.729622,6957400
2021-12-30,118.129997,118.690002,117.339996,117.430000,114.223824,6016000
2021-12-31,117.379997,118.089996,117.129997,117.349998,114.146004,5706600
2022-01-03,117.419998,119.690002,117.290001,119.260002,116.003860,10717700
2022-01-04,119.949997,121.980003,119.660004,121.430000,118.114609,16413100
2022-01-05,122.239998,123.839996,122.070000,122.220001,118.883049,15487100
2022-01-06,123.620003,124.320000,121.639999,123.260002,119.894646,13318500
2022-01-07,123.550003,125.540001,122.949997,125.029999,121.616318,14164600
2022-01-10,125.150002,125.690002,123.860001,125.110001,121.694145,12626100
2022-01-11,125.860001,128.000000,124.830002,127.970001,124.476044,14609000
2022-01-12,127.989998,128.429993,126.470001,127.330002,123.853531,12469200
2022-01-13,127.139999,128.100006,126.449997,126.800003,123.337990,9691300
2022-01-14,126.760002,129.199997,126.760002,128.960007,125.439026,13281000
2022-01-18,129.690002,130.000000,127.870003,129.380005,125.847557,12905500
2022-01-19,129.949997,130.149994,128.539993,128.910004,125.390388,12064300
2022-01-20,128.270004,130.860001,127.879997,128.449997,124.942947,11370400
2022-01-21,127.760002,128.399994,126.230003,126.910004,123.444992,13055700
2022-01-24,124.449997,127.730003,122.839996,127.180000,123.707626,19513700
2022-01-25,127.120003,132.740005,125.269997,132.589996,128.969910,19984500
2022-01-26,132.899994,134.710007,131.589996,132.690002,129.067184,17266500
2022-01-27,134.449997,137.000000,133.589996,135.369995,131.673996,20654100
2022-01-28,130.000000,132.059998,128.070007,130.610001,127.043961,24817800
2022-01-31,130.190002,131.860001,129.330002,131.330002,127.744316,16401800
2022-02-01,130.830002,135.740005,130.509995,134.789993,131.109848,16169700
2022-02-02,134.350006,135.800003,132.800003,135.410004,131.712936,10906700
2022-02-03,134.850006,135.350006,133.190002,134.199997,130.535965,9447700
2022-02-04,135.009995,137.000000,135.009995,135.880005,132.170074,13034700
2022-02-07,135.339996,139.429993,134.830002,138.550003,134.767197,18422500
2022-02-08,138.179993,138.429993,135.009995,136.440002,132.714798,11021600
2022-02-09,136.720001,138.339996,136.100006,137.789993,134.027924,10140800
2022-02-10,137.559998,138.789993,135.389999,136.039993,132.325714,11012700
2022-02-11,136.860001,139.440002,136.279999,138.809998,135.020081,12821200
2022-02-14,137.940002,138.050003,135.050003,136.669998,132.938507,15945000
2022-02-15,133.080002,134.839996,132.179993,134.259995,131.965424,11746800
2022-02-16,134.949997,136.160004,133.759995,134.300003,132.004761,11348800
2022-02-17,134.169998,134.580002,132.449997,133.610001,131.326538,10073900
2022-02-18,132.820007,133.910004,132.050003,133.419998,131.139786,10691800
2022-02-22,137.000000,137.000000,130.520004,132.399994,130.137222,19428700
2022-02-23,132.929993,136.080002,132.559998,135.550003,133.233383,16134200
2022-02-24,137.929993,138.229996,131.720001,134.850006,132.545349,22108900
2022-02-25,135.960007,140.500000,135.429993,140.380005,137.980850,28028000
2022-02-28,139.270004,144.000000,138.649994,144.000000,141.538971,24394300
2022-03-01,145.009995,149.960007,144.699997,149.720001,147.161209,31159900
2022-03-02,150.199997,155.750000,150.050003,154.139999,151.505676,31329500
2022-03-03,152.259995,157.119995,151.750000,156.220001,153.550140,22492900
2022-03-04,155.789993,159.949997,155.089996,158.649994,155.938599,29034400
2022-03-07,159.899994,162.100006,155.720001,162.039993,159.270660,34824700
2022-03-08,164.309998,174.000000,164.100006,170.529999,167.615570,57231000
2022-03-09,162.770004,169.770004,161.210007,166.270004,163.428375,43430000
2022-03-10,168.740005,174.759995,168.289993,170.820007,167.900620,34913600
2022-03-11,165.889999,172.979996,165.880005,170.899994,167.979233,28423600
2022-03-14,166.210007,168.350006,164.300003,166.720001,163.870682,25156200
2022-03-15,159.110001,160.190002,155.259995,158.279999,155.574921,28534400
2022-03-16,158.789993,160.500000,156.210007,157.710007,155.014664,22299700
2022-03-17,159.949997,160.990005,157.919998,160.440002,157.697998,15750700
2022-03-18,160.889999,161.729996,158.779999,161.729996,158.965958,23214700
2022-03-21,163.020004,165.580002,162.720001,164.639999,161.826233,13180600
2022-03-22,163.690002,165.259995,162.580002,164.089996,161.285614,11063900
2022-03-23,166.000000,167.350006,164.940002,165.860001,163.025375,10755000
2022-03-24,166.429993,167.399994,165.000000,166.300003,163.457855,9024800
2022-03-25,165.220001,169.690002,165.160004,169.309998,166.416412,10254700
2022-03-28,165.899994,166.630005,165.130005,166.350006,163.507019,9992000
2022-03-29,163.509995,164.479996,160.500000,164.320007,161.511703,15102600
2022-03-30,165.240005,166.350006,163.660004,165.479996,162.651871,9906000
2022-03-31,163.470001,166.160004,162.720001,162.830002,160.047165,10395900
2022-04-01,162.779999,165.949997,162.330002,164.220001,161.413406,8795300
2022-04-04,165.000000,165.449997,163.000000,164.369995,161.560837,8718600
2022-04-05,165.029999,167.720001,163.100006,163.360001,160.568100,9538200
2022-04-06,164.830002,167.009995,164.330002,164.809998,161.993317,9269000
2022-04-07,165.100006,167.699997,163.419998,167.100006,164.244186,8018400
2022-04-08,167.050003,171.100006,167.020004,169.929993,167.025803,10801200
2022-04-11,168.570007,168.779999,164.910004,165.559998,162.730499,10206100
2022-04-12,168.970001,172.679993,168.149994,169.009995,166.121536,9528400
2022-04-13,170.929993,172.080002,168.289993,171.669998,168.736069,7330700
2022-04-14,170.690002,172.940002,170.559998,171.589996,168.657440,9421100
2022-04-18,173.000000,174.539993,171.869995,173.889999,170.918137,7639000
2022-04-19,173.080002,173.690002,171.029999,171.830002,168.893356,6970200
2022-04-20,171.619995,173.580002,171.460007,172.529999,169.581390,7495000
2022-04-21,171.740005,172.440002,163.830002,164.580002,161.767258,14594800
2022-04-22,164.380005,165.470001,160.860001,160.949997,158.199280,12160100
2022-04-25,155.729996,158.360001,151.360001,157.490005,154.798431,15449800
2022-04-26,158.820007,160.369995,156.389999,156.529999,153.854843,9810600
2022-04-27,157.080002,157.919998,154.520004,156.240005,153.569794,10396600
2022-04-28,157.449997,163.000000,154.929993,161.789993,159.024933,9366400
2022-04-29,161.279999,162.440002,156.289993,156.669998,153.992432,14713200
2022-05-02,156.309998,160.000000,155.149994,159.750000,157.019791,11559000
2022-05-03,159.570007,163.429993,159.259995,162.490005,159.712967,8827200
2022-05-04,164.970001,167.889999,163.470001,167.589996,164.725815,9183200
2022-05-05,169.259995,169.500000,162.649994,166.259995,163.418533,9807600
2022-05-06,168.270004,170.970001,165.419998,170.690002,167.772842,10418100
2022-05-09,167.750000,167.750000,158.479996,159.250000,156.528336,14110700
2022-05-10,162.210007,164.190002,157.869995,160.779999,158.032196,11636000
2022-05-11,163.580002,167.460007,162.509995,163.160004,160.371521,9105500
2022-05-12,163.220001,164.850006,158.860001,164.710007,161.895035,8936400
2022-05-13,166.500000,168.789993,164.880005,167.869995,165.001022,9229900
2022-05-16,169.000000,174.970001,168.860001,173.009995,170.053177,13296300
2022-05-17,174.839996,175.649994,172.610001,174.029999,171.055756,12827600
2022-05-18,174.119995,174.130005,165.789993,168.059998,166.546722,13107500
2022-05-19,164.630005,169.639999,162.830002,166.860001,165.357529,10958700
2022-05-20,168.880005,171.039993,164.089996,167.820007,166.308884,9615000
2022-05-23,169.429993,172.960007,169.110001,171.720001,170.173767,10216400
2022-05-24,170.690002,173.580002,169.809998,172.639999,171.085480,9782700
2022-05-25,173.139999,175.990005,172.970001,175.410004,173.830536,10174500
2022-05-26,176.490005,177.929993,175.009995,176.589996,174.999908,11213900
2022-05-27,176.520004,178.350006,175.690002,178.279999,176.674698,10512300
2022-05-31,179.960007,180.960007,173.470001,174.660004,173.087296,20547600
2022-06-01,176.729996,178.130005,174.940002,176.320007,174.732346,8824100
2022-06-02,174.740005,176.509995,174.100006,176.000000,174.415222,7441900
2022-06-03,176.000000,178.250000,176.000000,177.600006,176.000824,8435300
2022-06-06,177.899994,178.000000,175.509995,176.830002,175.237747,6734200
2022-06-07,177.470001,180.660004,176.919998,180.199997,178.577408,9668300
2022-06-08,180.949997,182.399994,180.250000,181.130005,179.499039,8715200
2022-06-09,180.029999,180.639999,177.389999,177.520004,175.921539,9764600
2022-06-10,176.369995,178.570007,173.649994,175.399994,173.820618,9529700
2022-06-13,171.610001,172.000000,164.059998,167.330002,165.823288,14614900
2022-06-14,169.369995,172.289993,165.839996,167.550003,166.041321,10269300
2022-06-15,166.779999,167.850006,161.940002,164.259995,162.780930,11565300
2022-06-16,159.940002,160.539993,153.750000,155.479996,154.079987,18125900
2022-06-17,154.880005,155.470001,145.789993,148.380005,147.043930,35575100
2022-06-21,152.050003,156.020004,151.440002,154.589996,153.197998,13772000
2022-06-22,148.070007,150.800003,146.330002,147.869995,146.538513,13735800
2022-06-23,148.789993,149.229996,140.149994,142.429993,141.147491,15713700
2022-06-24,145.199997,147.089996,142.600006,144.770004,143.466431,11108300
2022-06-27,145.860001,148.820007,145.600006,147.570007,146.241226,9242400
2022-06-28,150.880005,152.190002,148.110001,149.940002,148.589874,9183300
2022-06-29,151.630005,152.110001,146.089996,146.979996,145.656525,9082900
2022-06-30,144.550003,147.919998,143.410004,144.779999,143.476334,10685000
2022-07-01,146.600006,146.960007,142.470001,146.509995,145.190765,7684600
2022-07-05,143.649994,144.539993,139.410004,142.660004,141.375427,11513100
2022-07-06,141.660004,143.259995,136.800003,140.779999,139.512360,12421200
2022-07-07,144.100006,145.300003,143.080002,143.520004,142.227692,12741800
2022-07-08,144.880005,145.449997,141.089996,142.770004,141.484451,7915500
2022-07-11,141.910004,142.850006,139.929993,141.509995,140.235779,7056800
2022-07-12,138.500000,139.619995,137.259995,138.919998,137.669098,8653900
